key,displayName,englishName,scientificName,scientificNameAliases,originCountry,idealTemperatureRange,idealHumidityRange,wateringIntervalDays,lightRequirement,careDifficulty,careMemo,status,lightStars,difficultyStars
philodendron_white_knight,フィロデンドロン・ホワイトナイト,Philodendron White Knight,Philodendron 'White Knight',,中南米原産種の交配園芸品種,20〜28℃,60〜70%,6,bright_indirect,hard,赤みを帯びた茎に白斑が入る葉のコントラストが美しい希少品種で表土が乾いたらたっぷりと水を与えます。斑の維持には明るい光が必要ですが直射日光は葉焼けの原因になるため避けてください。成長がゆっくりで高温多湿を好むため冬場の温度低下には注意が必要です。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所で管理しましょう。,新規,4,5
philodendron_pedatum,フィロデンドロン・ペダタム,Philodendron Pedatum,Philodendron pedatum,,ブラジル原産,18〜27℃,55〜70%,6,bright_indirect,medium,鹿の角のように深く切れ込んだ葉が特徴で表土が乾いたらたっぷりと水を与えます。明るい日陰を好み直射日光では葉焼けしやすいため注意してください。着生植物のためミズゴケなどの支柱に這わせると気根が絡みつき本来の葉形が育ちやすくなります。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
philodendron_mccolley_finale,フィロデンドロン・マッコレイズフィナーレ,Philodendron McColley's Finale,Philodendron 'McColley's Finale',,中南米原産種の交配園芸品種,18〜28℃,55〜70%,6,bright_indirect,medium,新葉が濃い赤銅色で展開し徐々に深緑へ変化する品種で表土が乾いたらたっぷりと水を与えます。明るい日陰でよく育ち直射日光は葉焼けの原因になるため避けてください。コンパクトに育つため小さめの鉢でも扱いやすい品種です。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,3,3
philodendron_joepii,フィロデンドロン・ジョエピー,Philodendron Joepii,Philodendron joepii,,フランス領ギアナ原産,20〜28℃,60〜75%,6,bright_indirect,hard,ウサギの耳のような二裂した独特の葉形が特徴の希少種で表土が乾いたらたっぷりと水を与えます。高い湿度を好み乾燥した室内では葉先が傷みやすいため加湿を心がけてください。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,4
philodendron_melanochrysum,フィロデンドロン・メラノクリサム,Philodendron Melanochrysum,Philodendron melanochrysum,,コロンビア原産,20〜28℃,65〜80%,6,bright_indirect,hard,ビロード状の質感を持つ黒みがかった濃緑の葉が魅力の希少種で表土が乾いたらたっぷりと水を与えます。高湿度を好み乾燥に弱いため加湿器などで湿度を保つと葉の艶が保たれます。直射日光は葉焼けの原因になるため明るい日陰で管理してください。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,5
philodendron_spiritus_sancti,フィロデンドロン・スピリトゥスサンクティ,Philodendron Spiritus Sancti,Philodendron spiritus-sancti,,ブラジル原産の絶滅危惧種,20〜28℃,65〜80%,6,bright_indirect,hard,細長く波打つ葉を持つ最希少種の一つで表土が乾いたらたっぷりと水を与えます。高い湿度と明るい光を好みますが直射日光は葉焼けの原因になるため明るい日陰で管理してください。成長が非常にゆっくりで温度と湿度の変化に敏感なため環境を安定させることが重要です。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,5
philodendron_mamei,フィロデンドロン・マメイ,Philodendron Mamei,Philodendron mamei,,エクアドル原産,18〜27℃,60〜75%,6,bright_indirect,medium,銀灰色の斑模様が入るハート形の葉が特徴で表土が乾いたらたっぷりと水を与えます。明るい日陰を好み直射日光では葉焼けしやすいため注意してください。地を這うように育つため鉢の表面を這わせるか支柱に誘引すると管理しやすくなります。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
philodendron_tortum,フィロデンドロン・トルタム,Philodendron Tortum,Philodendron tortum,,ブラジル原産,20〜28℃,60〜75%,6,bright_indirect,medium,深く細かく切れ込んだレース状の葉が特徴的な品種で表土が乾いたらたっぷりと水を与えます。明るい日陰でよく育ち直射日光は葉焼けの原因になるため避けてください。着生植物のため支柱に這わせると気根が絡みつき安定して成長します。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,3,3
philodendron_billietiae,フィロデンドロン・ビレティアエ,Philodendron Billietiae,Philodendron billietiae,,フランス領ギアナ原産,20〜28℃,55〜70%,6,bright_indirect,medium,オレンジ色の葉柄と細長い波打つ葉が特徴的な人気品種で表土が乾いたらたっぷりと水を与えます。明るい日陰でよく育ち直射日光は葉焼けの原因になるため避けてください。成長が早く大きく育つため広めのスペースを確保すると自然な樹形になります。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
philodendron_xanadu,フィロデンドロン・ザナドゥ,Philodendron Xanadu,Thaumatophyllum xanadu,Philodendron xanadu,ブラジル原産,15〜28℃,50〜65%,7,bright_indirect,easy,深い切れ込みのある艶やかな葉がこんもりと茂る丈夫な品種で表土が乾いたらたっぷりと水を与えます。耐陰性があり半日陰でも育ちますが直射日光は葉焼けの原因になるため避けてください。株立ちでまとまりやすく屋内外どちらでも扱いやすい品種です。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,3,1
philodendron_congo_rojo,フィロデンドロン・コンゴロホ,Philodendron Congo Rojo,Philodendron 'Congo Rojo',,中南米原産種の交配園芸品種,18〜28℃,50〜65%,7,bright_indirect,easy,新葉が赤紫色で展開し徐々に濃緑へ変化するコンゴシリーズの品種で表土が乾いたらたっぷりと水を与えます。明るい室内でよく育ちますが直射日光は葉焼けの原因になるため避けてください。株立ちでコンパクトにまとまり初心者にも育てやすい品種です。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,1
philodendron_imperial_red,フィロデンドロン・インペリアルレッド,Philodendron Imperial Red,Philodendron 'Imperial Red',,中南米原産種の交配園芸品種,18〜28℃,50〜65%,7,bright_indirect,easy,赤みを帯びた新葉と大きく艶のある葉が存在感のある品種で表土が乾いたらたっぷりと水を与えます。明るい室内でよく育ちますが直射日光は葉焼けの原因になるため避けてください。株立ちで大きく育つため広めの鉢で管理すると見応えのある株姿になります。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,3,2
philodendron_florida_ghost,フィロデンドロン・フロリダゴースト,Philodendron Florida Ghost,Philodendron 'Florida Ghost',,中南米原産種の交配園芸品種,20〜28℃,55〜70%,6,bright_indirect,hard,新葉が白く幽霊のように現れ徐々に切れ込みが深まりながら緑へ変化する希少品種で表土が乾いたらたっぷりと水を与えます。明るい日陰を好み直射日光は葉焼けの原因になるため避けてください。新葉が白い間は光合成できないため株を弱らせないよう気長に見守ることが大切です。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,4
philodendron_paraiso_verde,フィロデンドロン・パライソベルデ,Philodendron Paraiso Verde,Philodendron 'Paraiso Verde',,中南米原産種の交配園芸品種,18〜28℃,55〜70%,6,bright_indirect,medium,黄緑と濃緑が入り混じるマーブル状の斑が特徴の品種で表土が乾いたらたっぷりと水を与えます。斑を維持するには明るい光が必要ですが直射日光は葉焼けの原因になるため明るい日陰で管理してください。光量不足だと斑が薄れやすいため置き場所に注意しましょう。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
alocasia_zebrina,アロカシア・ゼブリナ,Alocasia Zebrina,Alocasia zebrina,,フィリピン原産,20〜28℃,60〜75%,5,bright_indirect,medium,シマウマ模様の葉柄が特徴的な品種で土の表面が乾いたら早めにたっぷりと水を与えます。高い湿度を好み乾燥すると葉先が傷みやすいため加湿を心がけてください。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。アロカシア属は樹液の刺激が強く誤食すると重い炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,3
alocasia_macrorrhiza,アロカシア・マクロリザ,Alocasia Macrorrhiza,Alocasia macrorrhizos,,東南アジア原産,18〜30℃,55〜75%,6,bright_indirect,easy,非常に大きく育つ品種で土の表面が乾いたらたっぷりと水を与えます。比較的丈夫で明るい日陰でもよく育ちますが直射日光は葉焼けの原因になるため避けてください。地下茎が発達し大鉢で育てると見応えのある大株になります。アロカシア属は樹液の刺激が強く誤食すると重い炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,2
alocasia_sanderiana,アロカシア・サンデリアナ,Alocasia Sanderiana,Alocasia sanderiana,,フィリピン原産,20〜28℃,60〜75%,5,bright_indirect,hard,銀白色の葉脈と波打つ葉縁が美しい品種で土の表面が乾いたら早めにたっぷりと水を与えます。高い湿度を好み乾燥や急な環境変化に弱いため置き場所を頻繁に変えないようにしてください。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。アロカシア属は樹液の刺激が強く誤食すると重い炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,4
alocasia_bambino,アロカシア・バンビーノ,Alocasia Bambino,Alocasia 'Bambino',,東南アジア原産種の交配園芸品種,20〜28℃,55〜70%,5,bright_indirect,medium,矢じり形の小さな葉がコンパクトにまとまる品種で土の表面が乾いたら早めにたっぷりと水を与えます。乾燥すると葉先が傷みやすいため湿度を保つよう心がけてください。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。アロカシア属は樹液の刺激が強く誤食すると重い炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,3
alocasia_frydek,アロカシア・フリデク,Alocasia Frydek,Alocasia micholitziana 'Frydek',,フィリピン原産種の園芸品種,20〜28℃,65〜75%,5,bright_indirect,medium,ビロード状の質感と白い葉脈が美しいコントラストを描く品種で土の表面が乾いたら早めにたっぷりと水を与えます。高い湿度を好み乾燥すると葉が傷みやすいため加湿を心がけてください。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。アロカシア属は樹液の刺激が強く誤食すると重い炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,3
alocasia_stingray,アロカシア・スティングレイ,Alocasia Stingray,Alocasia 'Stingray',,東南アジア原産種の交配園芸品種,20〜28℃,60〜75%,5,bright_indirect,medium,エイのしっぽのように葉先が伸びるユニークな形状が特徴の品種で土の表面が乾いたら早めにたっぷりと水を与えます。高い湿度を好み乾燥すると葉先が傷みやすいため加湿を心がけてください。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。アロカシア属は樹液の刺激が強く誤食すると重い炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,3
alocasia_wentii,アロカシア・ウェンティ,Alocasia Wentii,Alocasia wentii,,インドネシア原産,18〜28℃,55〜70%,6,bright_indirect,easy,銅色を帯びた光沢のある大きな葉が特徴で比較的丈夫な品種です。土の表面が乾いたらたっぷりと水を与え、明るい日陰でよく育ちますが直射日光は葉焼けの原因になるため避けてください。他のアロカシア属に比べて乾燥にもある程度耐えるため初心者にも扱いやすい品種です。アロカシア属は樹液の刺激が強く誤食すると重い炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,2
alocasia_regal_shield,アロカシア・リーガルシールド,Alocasia Regal Shield,Alocasia 'Regal Shield',,東南アジア原産種の交配園芸品種,20〜28℃,60〜75%,5,bright_indirect,medium,盾のように大きく丸みを帯びた濃緑の葉が特徴の品種で土の表面が乾いたら早めにたっぷりと水を与えます。高い湿度を好み乾燥すると葉先が傷みやすいため加湿を心がけてください。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。アロカシア属は樹液の刺激が強く誤食すると重い炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,3
alocasia_maharani,アロカシア・マハラニ,Alocasia Maharani,Alocasia 'Maharani',,東南アジア原産種の交配園芸品種,18〜27℃,55〜70%,7,bright_indirect,medium,グレーがかった厚みのある小型の葉が特徴のグレードラゴンとも呼ばれる品種で土の表面が乾いたらたっぷりと水を与えます。他のアロカシア属より乾燥にやや強いですが直射日光は葉焼けの原因になるため明るい日陰で管理してください。成長がゆっくりで小さな鉢でも育てやすい品種です。アロカシア属は樹液の刺激が強く誤食すると重い炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,3
alocasia_lauterbachiana,アロカシア・ラウテルバキアナ,Alocasia Lauterbachiana,Alocasia lauterbachiana,,パプアニューギニア原産,20〜28℃,60〜75%,5,bright_indirect,hard,細長く鋸歯状の葉縁を持つ縦長の葉が特徴的な品種で土の表面が乾いたら早めにたっぷりと水を与えます。高い湿度を好み乾燥や温度変化に弱いため環境を安定させることが大切です。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。アロカシア属は樹液の刺激が強く誤食すると重い炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,4
alocasia_longiloba,アロカシア・ロンギローバ,Alocasia Longiloba,Alocasia longiloba,,東南アジア原産,20〜28℃,60〜75%,5,bright_indirect,medium,銀灰色の葉脈模様が入る矢じり形の葉が美しい品種で土の表面が乾いたら早めにたっぷりと水を与えます。高い湿度を好み乾燥すると葉先が傷みやすいため加湿を心がけてください。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。アロカシア属は樹液の刺激が強く誤食すると重い炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,3
alocasia_princeps,アロカシア・プリンセプス,Alocasia Princeps,Alocasia princeps,,ボルネオ島原産,20〜28℃,65〜80%,5,bright_indirect,hard,黒みがかった葉に銀白色の葉脈が浮かぶ希少種で土の表面が乾いたら早めにたっぷりと水を与えます。非常に高い湿度を好み乾燥に弱いため温室やケースでの管理が向いています。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。アロカシア属は樹液の刺激が強く誤食すると重い炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,5
alocasia_azlanii,アロカシア・アズラニー,Alocasia Azlanii,Alocasia azlanii,,ボルネオ島原産,20〜28℃,65〜80%,5,bright_indirect,hard,銅赤色に輝く葉と鮮やかな赤い葉裏が特徴的な希少種で土の表面が乾いたら早めにたっぷりと水を与えます。非常に高い湿度を好み乾燥に弱いため加湿環境での管理が推奨されます。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。アロカシア属は樹液の刺激が強く誤食すると重い炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,5
alocasia_portodora,アロカシア・ポルトドラ,Alocasia Portodora,Alocasia 'Portodora',,東南アジア原産種の交配園芸品種,18〜28℃,55〜70%,6,bright_indirect,easy,ジャイアントタロとも呼ばれる大きく波打つ葉が豪快に茂る品種で土の表面が乾いたらたっぷりと水を与えます。比較的丈夫で明るい日陰でもよく育ちますが直射日光は葉焼けの原因になるため避けてください。大鉢で育てると存在感のある大株になります。アロカシア属は樹液の刺激が強く誤食すると重い炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,2
alocasia_nebula,アロカシア・ネブラ,Alocasia Nebula,Alocasia 'Nebula',,ボルネオ島原産種の交配園芸品種,20〜28℃,65〜80%,5,bright_indirect,hard,雲のような銀灰色の模様が浮かぶ葉が魅力の希少品種で土の表面が乾いたら早めにたっぷりと水を与えます。非常に高い湿度を好み乾燥に弱いため加湿環境での管理が推奨されます。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。アロカシア属は樹液の刺激が強く誤食すると重い炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,5
monstera_standleyana,モンステラ・スタンレアナ,Monstera Standleyana,Monstera standleyana,,中南米原産,18〜28℃,55〜70%,7,bright_indirect,easy,クリーム色の斑が入る細長いつる性の葉が特徴で表土が乾いたらたっぷりと水を与えます。明るい日陰でよく育ちますが直射日光は葉焼けの原因になるため避けてください。着生植物のため支柱に這わせると気根が絡みつき安定して成長します。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,2
monstera_dubia,モンステラ・ドゥビア,Monstera Dubia,Monstera dubia,,中南米原産,20〜28℃,60〜75%,6,bright_indirect,hard,支柱に張り付くように育つ小さなハート形の葉が特徴的な着生種で表土が乾いたらたっぷりと水を与えます。高い湿度を好み乾燥に弱いため加湿を心がけてください。直射日光は葉焼けの原因になるため明るい日陰で管理し、ミズゴケ支柱に這わせると本来の姿で育ちます。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,4
monstera_epipremnoides,モンステラ・エピプレムノイデス,Monstera Epipremnoides,Monstera epipremnoides,,中南米原産,18〜28℃,60〜75%,6,bright_indirect,medium,細かい切れ込みが入る薄い葉が特徴の品種で表土が乾いたらたっぷりと水を与えます。明るい日陰を好み直射日光は葉焼けの原因になるため避けてください。着生植物のため支柱に這わせると気根が絡みつき成長が安定します。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
monstera_siltepecana,モンステラ・シルテペカナ,Monstera Siltepecana,Monstera siltepecana,,メキシコ原産,18〜28℃,55〜70%,6,bright_indirect,medium,銀灰色の光沢を帯びた細長い葉が特徴のつる性品種で表土が乾いたらたっぷりと水を与えます。明るい日陰でよく育ちますが直射日光は葉焼けの原因になるため避けてください。支柱に這わせると葉が大きく変化するモンステラらしい姿に育ちます。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
monstera_pinnatipartita,モンステラ・ピンナティパルティータ,Monstera Pinnatipartita,Monstera pinnatipartita,,中南米原産,18〜28℃,60〜75%,6,bright_indirect,medium,若い頃は切れ込みのない葉で成熟すると羽状に深く裂ける変化が楽しい品種で表土が乾いたらたっぷりと水を与えます。明るい日陰を好み直射日光は葉焼けの原因になるため避けてください。支柱に這わせて育てると穴の空いた成熟葉が出やすくなります。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
monstera_acacoyaguensis,モンステラ・アカコヤグエンシス,Monstera Acacoyaguensis,Monstera acacoyaguensis,,メキシコ原産,18〜28℃,60〜75%,6,bright_indirect,hard,深い切れ込みと不規則な穴が入る個性的な葉を持つ希少種で表土が乾いたらたっぷりと水を与えます。高い湿度を好み乾燥に弱いため加湿を心がけてください。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,4
monstera_lechleriana,モンステラ・レクレリアナ,Monstera Lechleriana,Monstera lechleriana,,中南米原産,18〜28℃,60〜75%,6,bright_indirect,medium,穴の開いた大きな葉が育つと重なり合うように茂る品種で表土が乾いたらたっぷりと水を与えます。明るい日陰を好み直射日光は葉焼けの原因になるため避けてください。支柱に這わせて育てると成熟葉に切れ込みが増えていきます。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
monstera_esqueleto,モンステラ・エスケレト,Monstera Esqueleto,Monstera sp. 'Esqueleto',,中南米原産,18〜28℃,60〜75%,6,bright_indirect,hard,骨格を意味する名前の通り葉脈だけを残すように大きな穴が広がる希少種で表土が乾いたらたっぷりと水を与えます。高い湿度を好み乾燥に弱いため加湿を心がけてください。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,4
anthurium_veitchii,アンスリウム・ヴェイチー,Anthurium Veitchii,Anthurium veitchii,,コロンビア原産,20〜28℃,70〜85%,6,bright_indirect,hard,キングアンスリウムと呼ばれる長く波打つ大きな葉が垂れ下がる希少種で表土が乾いたらたっぷりと水を与えます。非常に高い湿度を好み乾燥すると葉が傷みやすいため加湿環境での管理が推奨されます。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。サトイモ科植物で誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,5
anthurium_regale,アンスリウム・レガーレ,Anthurium Regale,Anthurium regale,,ペルー原産,20〜28℃,70〜85%,6,bright_indirect,hard,ビロード状の質感と白い葉脈が美しい大型の希少種で表土が乾いたらたっぷりと水を与えます。非常に高い湿度を好み乾燥すると葉が傷みやすいため加湿環境での管理が推奨されます。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,5
anthurium_forgetii,アンスリウム・フォルゲッティ,Anthurium Forgetii,Anthurium forgetii,,コロンビア原産,20〜28℃,65〜80%,6,bright_indirect,hard,丸みを帯びたビロード質の葉に浮かぶ淡い葉脈が特徴の希少種で表土が乾いたらたっぷりと水を与えます。高い湿度を好み乾燥に弱いため加湿を心がけてください。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,4
anthurium_magnificum,アンスリウム・マグニフィカム,Anthurium Magnificum,Anthurium magnificum,,コロンビア原産,20〜28℃,70〜85%,6,bright_indirect,hard,四角みを帯びた茎とビロード状の大きな葉が特徴の希少種で表土が乾いたらたっぷりと水を与えます。非常に高い湿度を好み乾燥すると葉が傷みやすいため加湿環境での管理が推奨されます。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,5
anthurium_papillilaminum,アンスリウム・パピリラミナム,Anthurium Papillilaminum,Anthurium papillilaminum,,コロンビア原産,20〜28℃,70〜85%,6,bright_indirect,hard,深緑のビロード葉に浮かぶ鮮やかな葉脈が魅力の希少種で表土が乾いたらたっぷりと水を与えます。非常に高い湿度を好み乾燥すると葉が傷みやすいため加湿環境での管理が推奨されます。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,5
anthurium_luxurians,アンスリウム・ラグジュリアンス,Anthurium Luxurians,Anthurium luxurians,,コロンビア原産,20〜28℃,70〜85%,6,bright_indirect,hard,凹凸のあるひだ状の質感を持つ大きな葉が特徴の希少種で表土が乾いたらたっぷりと水を与えます。非常に高い湿度を好み乾燥すると葉が傷みやすいため加湿環境での管理が推奨されます。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,5
anthurium_superbum,アンスリウム・スペルバム,Anthurium Superbum,Anthurium superbum,,エクアドル原産,20〜28℃,65〜80%,6,bright_indirect,hard,硬く波打つ葉が直立するロゼット状に広がる希少種で表土が乾いたらたっぷりと水を与えます。高い湿度を好み乾燥に弱いため加湿を心がけてください。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。サトイモ科植物で誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,4
anthurium_hookeri,アンスリウム・フッケリー,Anthurium Hookeri,Anthurium hookeri,,中南米原産,18〜28℃,60〜75%,6,bright_indirect,medium,パドルのように幅広くつやのある葉がロゼット状に広がる品種で表土が乾いたらたっぷりと水を与えます。明るい日陰でよく育ちますが直射日光は葉焼けの原因になるため避けてください。比較的丈夫で乾燥にもある程度耐えるため扱いやすい品種です。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
anthurium_scherzerianum,アンスリウム・シェルツェリアヌム,Anthurium Scherzerianum,Anthurium scherzerianum,,コスタリカ原産,18〜27℃,55〜70%,6,bright_indirect,easy,渦を巻いた花序と鮮やかな仏炎苞が特徴の花もの品種で表土が乾いたらたっぷりと水を与えます。明るい日陰でよく育ちますが直射日光は葉焼けの原因になるため避けてください。開花期には液肥を薄めて与えると次の花つきが良くなります。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,2
anthurium_vittariifolium,アンスリウム・ヴィッタリーフォリウム,Anthurium Vittariifolium,Anthurium vittariifolium,,エクアドル原産,20〜28℃,65〜80%,6,bright_indirect,hard,リボンのように細長く垂れ下がる独特な葉が特徴の着生種で表土が乾いたらたっぷりと水を与えます。高い湿度を好み乾燥に弱いためハンギングでの管理が向いています。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,4
anthurium_besseae,アンスリウム・ベッセアエ,Anthurium Besseae,Anthurium besseae,,エクアドル原産,20〜28℃,65〜80%,6,bright_indirect,hard,赤みを帯びた葉裏と艶のある濃緑の葉表のコントラストが美しい希少種で表土が乾いたらたっぷりと水を与えます。高い湿度を好み乾燥に弱いため加湿を心がけてください。直射日光は葉焼けの原因になるため明るい日陰で管理しましょう。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では特に注意が必要です。,新規,3,4
anthurium_pedatoradiatum,アンスリウム・ペダトラディアタム,Anthurium Pedatoradiatum,Anthurium pedatoradiatum,,メキシコ原産,18〜28℃,60〜75%,6,bright_indirect,medium,手のひら状に深く裂けた個性的な葉形が特徴の品種で表土が乾いたらたっぷりと水を与えます。明るい日陰でよく育ちますが直射日光は葉焼けの原因になるため避けてください。成長すると大きく葉が広がるため鉢の置き場所に余裕を持たせましょう。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,3
epipremnum_pinnatum,エピプレムナム・ピンナツム,Epipremnum Pinnatum,Epipremnum pinnatum,,東南アジア原産,18〜28℃,50〜70%,7,bright_indirect,easy,成熟すると羽状に裂ける大きな葉に育つつる性品種で表土が乾いたらたっぷりと水を与えます。半日陰でも育つ丈夫な性質ですが直射日光は葉焼けの原因になるため避けてください。支柱に這わせると裂け目のある成熟葉が出やすくなります。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,2
epipremnum_cebu_blue,エピプレムナム・セブブルー,Epipremnum Cebu Blue,Epipremnum pinnatum 'Cebu Blue',,フィリピン・セブ島原産,18〜28℃,50〜70%,7,bright_indirect,easy,青みがかった銀灰色の艶やかな葉が特徴の丈夫なつる性品種で表土が乾いたらたっぷりと水を与えます。半日陰でもよく育ちますが直射日光は葉焼けの原因になるため避けてください。支柱に這わせて育てると葉が大きく成熟し切れ込みが入ることがあります。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,1
epipremnum_aureum_neon,エピプレムナム・オーレウム・ネオン,Epipremnum Aureum Neon,Epipremnum aureum 'Neon',,ソロモン諸島原産種の園芸品種,15〜28℃,40〜60%,7,bright_indirect,easy,鮮やかな黄緑色の葉が明るい印象を与える丈夫な品種で表土が乾いたらたっぷりと水を与えます。耐陰性があり室内どこでも育てやすいですが発色を保つには明るい場所が適しています。直射日光は葉焼けの原因になるため避けてください。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,1
epipremnum_aureum_jade,エピプレムナム・オーレウム・ジェイド,Epipremnum Aureum Jade,Epipremnum aureum 'Jade',,ソロモン諸島原産種の園芸品種,15〜28℃,40〜60%,7,bright_indirect,easy,無地の濃緑色の葉が落ち着いた印象を与える丈夫な品種で表土が乾いたらたっぷりと水を与えます。耐陰性が高く室内のさまざまな場所で育てやすい初心者向けの品種です。直射日光は葉焼けの原因になるため避けてください。誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,2,1
